"","x","y","dbh","crown","height","fruiting","genus","species"
"726",65.75,41,25.7,2.1,18,0,"Diospyros","siamang"
"727",65.55,46.7,19.1,2.25,27.1227022407755,0,"Xylopia","fusca"
"728",63.69,47.3,30.1,2.65,26.7175060192935,0,"Shorea","teysmanniana"
"729",65.55,46.7,14.3,1.2875,19.8480867213344,0,"Xylopia","fusca"
"730",64,47.8,10.5,2.04,17,0,"Nephelium","maingayi"
"731",61.5,52.4,12.1,0.9,20.5537577737465,0,"Litsea","cf. grandis var. rufofusca (cf. rufo-fusca)"
"732",61,50.4,11.4,1.5875,19.9447418124245,0,"Litsea","cf. grandis var. rufofusca (cf. rufo-fusca)"
"733",61.3,59,11.4,1.7375,10,0,"Mesua","sp. 1"
"734",63.1,57.2,24.9,4.025,24.9061286620553,0,"Neoscortechinia","kingii"
"735",64.2,58.7,30.4,3.125,34.1202515151668,0,"Shorea","teysmanniana"
"736",64.6,59.2,8.6,2.225,7.5,0,"Tetractomia","tetrandra"
"737",70.35,59,11.4,0.9,9,0,"Syzygium","sp. 4"
"738",69,57,7.2,1.6425,7.5,0,"Tetractomia","tetrandra"
"739",67,56.9,9.2,1.325,15,0,"Tetractomia","tetrandra"
"740",67.6,55.7,16.3,2.15,20.1,0,"Nephelium","maingayi"
"741",69.6,56,29.3,3.1375,17,0,"Elaeocarpus","mastersii"
"742",68.9,54.55,9.4,3.1625,13,0,"Castanopsis","foxworthyii / jaherii"
"743",69.4,54.32,9.8,2.7,14,0,"Castanopsis","foxworthyii / jaherii"
"744",68.6,53.15,17.1,2.8075,20,0,"Tristaniopsis","sp. 4"
"745",67.5,51.45,15.4,2.9,21,0,"Combretocarpus","rotundatus"
"746",71.1,55.4,36.2,5.0375,34.5331660913082,0,"Diospyros","areolata (bantamensis)"
"747",73.5,54,24.1,6.4125,18,0,"Nephelium","maingayi"
"748",72.8,54,8.6,0.95,10,0,"Tetractomia","tetrandra"
"749",76.8,55.4,14.6,2.075,19,0,"Vatica","mangachapoi"
"750",78.75,55.4,13.4,2.525,14,0,"Mesua","sp. 1"
"751",74.2,59.2,17.3,2.825,10,0,"Nephelium","maingayi"
"752",73.96,59.95,10.3,2.05,9,0,"Litsea","sp. 1 cf. resinosa"
"753",77.55,58.84,11.3,1.8875,15,0,"Palaquium","ridleyii"
"754",78.9,55,8.1,2.175,8,0,"Castanopsis","foxworthyii / jaherii"
"755",72.3,51.9,14.2,2.225,10,0,"Litsea","sp. 1 cf. resinosa"
"756",78.7,53.7,11.4,2.95,11,0,"Lithocarpus","sp. 1 cf. dasystachys"
"757",79.6,53.7,9.9,2.55,8,0,"Gymnacranthera","farquhariania"
"758",79.7,45.15,8.5,1.125,6,0,"Horsfieldia","crassifolia"
"759",79.1,43.5,6.9,1.775,8,0,"Tetractomia","tetrandra"
"760",79.75,42.4,13,1.225,11,0,"Tetractomia","tetrandra"
"761",79.3,42.1,9.8,1.7875,11,0,"Stemonurus","cf. scorpiodes"
"762",72.2,49.1,12.2,2.2,10,0,"Garcinia","sp. 1"
"763",73.4,48.6,16.4,3.15,13,0,"Stemonurus","cf. scorpiodes"
"764",70.3,42.1,10.2,1.875,8,0,"Syzygium","sp. 1 cf. garcinifolia"
"765",70.9,41.2,11.9,1.8,9,0,"Stemonurus","cf. scorpiodes"
"766",74.45,41.1,8.7,1.3225,11,0,"Diospyros","siamang"
"767",74.8,42.3,9.2,2.0525,8,0,"Diospyros","areolata (bantamensis)"
"768",75.2,41.5,10.1,1.55,12,0,"Palaquium","pseudorostratum"
"769",76.2,41.3,10.1,1.825,11,0,"Tetractomia","tetrandra"
"770",81,40.4,16.7,2.95,16,0,"Campnosperma","squamatum"
"771",81.3,40.2,16.9,2.225,16.5,0,"Diospyros","areolata (bantamensis)"
"772",81.6,42.2,11.4,1.55,13.5,0,"Stemonurus","cf. scorpiodes"
"773",80.2,42.35,9.3,1.125,12,0,"Gymnacranthera","farquhariania"
"774",84.8,49,9.7,2.175,10.5,0,"Tetractomia","tetrandra"
"775",83,42.7,27.6,4.925,21.3866612589015,0,"Campnosperma","coriaceum"
"776",87.55,46.35,11.9,0.775,14,0,"Shorea","teysmanniana"
"777",83.1,47,8.6,1.825,9.5,0,"Nephelium","lappaceum"
"778",81.5,46,12.6,1.95,11.5,0,"Mesua","sp. 1"
"779",80,46.1,7.6,1.425,7,0,"Gonystylus","bancanus"
"780",80,48.2,7.9,1.225,6.5,0,"Diospyros","areolata (bantamensis)"
"781",83,48.4,21.7,2.35,23.5,0,"Palaquium","ridleyii"
"782",81.3,48.8,19.4,3.4,19.7550214941408,0,"Mesua","sp. 1"
"783",82.9,48.2,8.4,1.425,6,0,"Stemonurus","cf. scorpiodes"
"784",86.1,44.15,35.6,3.875,29.2653128707298,0,"Mezzetia","parviflora (leptopoda)"
"785",89,42.4,12.7,2.575,13,0,"Elaeocarpus","mastersii"
"786",80.8,51.1,12.4,1.55,14.5,0,"Palaquium","ridleyii"
"787",80.3,53.9,12.1,2.3875,13.5,0,"Licania","splendens"
"788",81,59.5,38.2,5.2375,31.5,0,"Koompassia","malaccensis"
"789",82.2,58.9,9.3,1.675,11,0,"Garcinia","bancana"
"790",81.5,60,11.5,1.4,13,0,"Tetractomia","tetrandra"
"791",84.6,56.7,21.1,3.1375,16.8,0,"Syzygium","havilandii"
"792",87.3,54.45,10.6,1.925,9.5,0,"Tetractomia","tetrandra"
"793",87.25,53.6,17.2,2.2375,15.5,0,"Stemonurus","cf. scorpiodes"
"794",85.8,53.7,12.1,1.9375,11,0,"Tetractomia","tetrandra"
"795",89.6,40.6,17.5,2.375,18.5,0,"Shorea","teysmanniana"
"796",92.9,42,11.8,1.275,11.5,0,"Diospyros","cf. evena"
"797",93.4,41.9,9.7,1.375,12,0,"Campnosperma","coriaceum"
"798",96.8,43.3,14.1,1.675,13.5,0,"Campnosperma","coriaceum"
"800",96.1,47.4,14.5,1.975,11,0,"Nephelium","maingayi"
"801",93,47.5,14.4,1.85,9,0,"Horsfieldia","crassifolia"
"802",92.2,46.5,8.9,1.325,10,0,"Tetractomia","tetrandra"
"803",94.2,47.1,9.3,1.35,10.5,0,"Tetractomia","tetrandra"
"805",98,53,7.7,1.8875,8.5,0,"Campnosperma","coriaceum"
"806",96.85,53.6,10.5,1.45,12.5,0,"Aglaia","rubiginosa"
"807",98.55,54.3,9.7,2.525,10.5,0,"Syzygium","sp. 1 cf. garcinifolia"
"808",97.85,58.5,7.5,1.9625,9,0,"Nephelium","maingayi"
"809",98.45,59.9,7.5,1.925,8.5,0,"Litsea","sp. 1 cf. resinosa"
"810",90.6,59.85,10.9,1.125,11,0,"Campnosperma","coriaceum"
"811",90.55,59.45,12.3,2.6875,11,0,"Garcinia","bancana"
"812",90.95,59,7.5,1.1125,10,0,"Tetractomia","tetrandra"
"813",90.65,58.6,14.4,1.575,13,0,"Ilex","hypoglauca"
"814",90.7,53.9,7.5,2.475,10.5,0,"Xylopia","fusca"
"815",0.5,62,8.6,1.425,8,0,"Nephelium","maingayi"
"816",4.2,61.9,17,1.9875,11,0,"Elaeocarpus","mastersii"
"817",0.1,66.1,13.3,0.9,4,0,"Shorea","teysmanniana"
"818",1.1,66.3,13.4,1.925,15,0,"Shorea","teysmanniana"
"819",1.2,66.5,11.4,2.4125,17,0,"Madhuca","mottleyana"
"820",0.8,66.9,8.1,2.95,17,0,"Stemonurus","cf. scorpiodes"
"821",4.05,67,6.9,2.5,16,0,"Syzygium","sp. 4"
"822",6.2,69.8,8.5,1.2375,11,0,"Gonystylus","bancanus"
"823",6.5,70.85,20.5,3.7,11,0,"Tetractomia","tetrandra"
"824",6.5,72.9,13.1,0.9125,6.5,0,"Blumeodendron","tokbrai (elateriospermum)"
"825",7.1,73,6.7,3.25,18,0,"Neoscortechinia","kingii"
"826",0.3,74.55,13.1,2.0625,15.5,0,"Elaeocarpus","mastersii"
"827",2.6,74.65,6.7,1.375,8.5,0,"Tetractomia","tetrandra"
"828",3.6,75.65,12.6,1.2375,16,0,"Elaeocarpus","mastersii"
"829",2.7,78.4,9.9,1.55,16,0,"Mesua","sp. 1"
"830",7.35,74.3,16.1,2.5,12,0,"Elaeocarpus","mastersii"
"831",11.1,71.8,13.4,3.225,18,0,"Mesua","sp. 1"
"832",12.5,74.3,8.1,1.2625,7.5,0,"Diospyros","areolata (bantamensis)"
"833",13.2,75.3,16.2,1.65,10,0,"Tetramerista","glabra"
"834",15.7,78.2,36.5,5.25,33.0836667545658,0,"Campnosperma","coriaceum"
"835",17.4,78,23.8,3.25,28.1547003559006,0,"Shorea","teysmanniana"
"836",19.2,79,14.6,1.95,13,0,"Mezzetia","umbellata"
"837",19.65,77.3,19.7,2.4125,19,0,"Stemonurus","cf. scorpiodes"
"838",17,77.5,12,2.5125,12,0,"Calophyllum","cf. hosei (cf. fragrans)"
"839",19.95,76.1,9.8,1.725,13,0,"Palaquium","pseudorostratum"
"841",8.2,71.6,32.7,5.1725,34.7073141933929,0,"Xylopia","fusca"
"842",14.2,71,17.7,3.15,18,0,"Mesua","sp. 1"
"843",12.7,68.7,36.5,4.8125,30.4706632442122,0,"Diospyros","areolata (bantamensis)"
"844",11.6,65.7,10.1,1.575,13,0,"Licania","splendens"
"845",10.75,63,21.5,3.6,17,0,"Mesua","sp. 1"
"846",8.6,63.25,12.7,1.55,10,0,"Tetramerista","glabra"
"847",10.2,60.9,17.5,2.425,16,0,"Xylopia","cf. malayana"
"848",13.8,61.4,30.5,2.4375,29.2,0,"Diospyros","areolata (bantamensis)"
"849",13.75,60.5,11.8,1.6875,16,0,"Isonandra","lanceolata"
"850",14,61.7,16.1,2.6,17.5,0,"Gymnacranthera","farquhariania"
"851",15.6,64.2,18.7,2.3375,17,0,"Neoscortechinia","kingii"
"852",16.9,63.8,9.6,1.8,12,0,"Diospyros","areolata (bantamensis)"
"853",19.55,65.85,13.1,1.225,7,0,"Gymnacranthera","farquhariania"
"854",18.5,62.85,17.4,2.2625,13,0,"Neoscortechinia","kingii"
"855",20.3,60.3,10.9,2.5125,15,0,"Shorea","teysmanniana"
"856",20.8,60.75,11.2,3.425,15,0,"Nephelium","maingayi"
"857",23.6,60.8,9.7,1.925,10,0,"Tetractomia","tetrandra"
"858",20.1,62.2,21.8,3.2625,19,0,"Campnosperma","squamatum"
"859",23.65,62.1,9.1,1.4375,8,0,"Tetractomia","tetrandra"
"860",21.5,62.75,7.8,1.375,10,0,"Blumeodendron","tokbrai (elateriospermum)"
"861",21.45,64.95,8.7,1.4375,10,0,"Gonystylus","bancanus"
"862",23.25,64.7,7.5,1.55,16,0,"Tetractomia","tetrandra"
"863",24.73,64.5,7.5,1.575,7,0,"Tetractomia","tetrandra"
"864",26.8,63.6,9.8,1.545,6.5,0,"Tetractomia","tetrandra"
"865",21.1,67.4,28.7,1.35,6,0,"Tetractomia","tetrandra"
"866",25.9,67,25.5,5.15,28.5,0,"Mesua","sp. 1"
"867",27.9,67.7,21.6,4.6,24.5752398573752,0,"Mesua","sp. 1"
"868",28.9,66.75,7.3,2.8125,18,0,"Syzygium","sp. 4"
"869",25.5,69.1,11.1,1.6,17,0,"Madhuca","mottleyana"
"870",26.8,68,7.3,1.2875,8.5,0,"Palaquium","ridleyii"
"871",23.7,72.3,11.7,2.375,17,0,"Garcinia","bancana"
"872",20.7,72.7,6.9,1.5,10,0,"Tetractomia","tetrandra"
"873",24.65,74.2,15.5,2.15,18,0,"Horsfieldia","crassifolia"
"874",27.35,74.6,8.2,1.45,11,0,"Syzygium","sp. 4"
"875",25.75,75.5,39.4,3.75,31.121986485941,0,"Diospyros","areolata (bantamensis)"
"876",25.3,75.8,6.5,1.2,12,0,"Stemonurus","cf. scorpiodes"
"878",20.3,77.8,9.5,1.575,11,0,"Syzygium","sp. 4"
"879",20.16,78.3,7.2,4.25,9.5,0,"Maasia (Polyalthia)","hypoleuca"
"880",25.1,79.1,16.3,3.65,18,0,"Nephelium","maingayi"
"881",26.55,78.7,23.5,4.925,28.05,0,"Lithocarpus","conocarpus"
"882",27.2,79.65,41.3,5.25,31.708660403354,0,"Aglaia","rubiginosa"
"883",31.2,75.2,24.3,3.625,25.6422193701768,0,"Palaquium","ridleyii"
"884",32.7,73.5,41.8,3.975,33.1348769457281,0,"Palaquium","pseudorostratum"
"885",33.15,75.4,8.8,2.575,11,0,"Gonystylus","bancanus"
"886",32.1,77.7,28.7,4.175,29.8206191281444,0,"Calophyllum","hosei"
"887",33.1,78.1,13.9,4.55,27.8024699702805,0,"Parartocarpus","venenosus"
"888",34.2,77.6,27.8,3.875,22.7613439639387,0,"Neoscortechinia","kingii"
"889",36.4,79.7,13.4,3.2,18,0,"Nephelium","maingayi"
"890",38.2,79.2,30.3,4.65,26.3527275309737,0,"Calophyllum","hosei"
"891",38.65,78.5,9.1,1.2,16,0,"Madhuca","mottleyana"
"892",38.65,77.5,7.4,1.7,10,0,"Tetractomia","tetrandra"
"893",38.2,76.7,9.8,1.85,10,0,"Litsea","sp. 1 cf. resinosa"
"894",35.5,75,15.3,1.5375,16,0,"Dyera","polyphylla (lowii)"
"895",35.7,75,12.2,2.45,17,0,"Palaquium","ridleyii"
"896",35.7,71.2,9.2,1.6875,8,0,"Garcinia","sp. 1"
"897",39.5,71.4,24.1,3.8625,23.483558555506,0,"Shorea","teysmanniana"
"898",30.2,70,12.2,1.4125,12,0,"Horsfieldia","crassifolia"
"899",29.9,69.2,7.3,1.505,9,0,"Maasia (Polyalthia)","hypoleuca"
"900",29.6,67.8,8.1,2.025,9,0,"Garcinia","sp. 11"
"901",29.6,67.4,8.5,1.5125,12,0,"Diospyros","areolata (bantamensis)"
"902",36.9,67,33.1,3.6,29.8637355037422,0,"Shorea","teysmanniana"
"904",39.7,66.45,8.7,1.25,6.5,0,"Diospyros","areolata (bantamensis)"
"905",39.6,64.4,12.1,2,11,0,"Tetractomia","tetrandra"
"906",36.1,65.5,9.1,2.2375,9.5,0,"Tristaniopsis","sp. 4"
"907",30.9,66.1,11.4,2.5125,11,0,"Mesua","sp. 1"
"908",34.2,64.9,19,2.55,15,0,"Mesua","sp. 1"
"909",34.3,64.7,16.5,2.425,11,0,"Litsea","sp. 1 cf. resinosa"
"910",32.9,64.7,7.8,1.5375,11,0,"Blumeodendron","tokbrai (elateriospermum)"
"911",30.9,61.4,8.3,2.2125,5.5,0,"Tetractomia","tetrandra"
"912",30.3,68,10.1,2.35,13,0,"Lithocarpus","conocarpus"
"913",33.2,60.2,31.5,3.7125,29,0,"Campnosperma","coriaceum"
"914",40.8,60,14.3,3.5,16,0,"Calophyllum","soulattri"
"915",40.7,60.4,22.2,4.175,16,0,"Neoscortechinia","kingii"
"916",44.5,61.2,7.1,1.325,11,0,"Palaquium","ridleyii"
"917",46.8,62.5,15.2,1.85,14,0,"Shorea","teysmanniana"
"918",44.6,65.3,6.4,2.35,7,0,"Tetramerista","glabra"
"919",42.25,67.4,29.1,3.2,27,0,"Diospyros","areolata (bantamensis)"
"920",41.7,67.4,11.2,1.975,15,0,"Palaquium","ridleyii"
"921",41.4,72.8,8.4,1.025,8.5,0,"Syzygium","sp. 4"
"922",42.45,73.5,12.5,2.025,12,0,"Palaquium","ridleyii"
"923",42.35,74,9.4,2.575,7,0,"Syzygium","sp. 4"
"924",43.15,74.5,7.7,0.65,8,0,"Horsfieldia","crassifolia"
"925",44.7,77.4,21.4,3.2,17,0,"Mesua","sp. 1"
"926",46.7,77.6,8.7,1.1,11,0,"Campnosperma","coriaceum"
"927",47,80,27.9,3.95,22,0,"Santiria","sp. 1"
"928",47.45,78.2,12.5,2.15,17,0,"Mesua","sp. 1"
"929",47.45,77.5,15.2,2.9,17,0,"Nephelium","lappaceum"
"930",47.65,75.8,9.4,1.7875,8,0,"Syzygium","havilandii"
"931",47,60.4,8.1,1.55,12,0,"Memecylon","sp. 1"
"932",59,62.4,18.4,2.85,9,0,"Litsea","sp. 1 cf. resinosa"
"933",59,64.1,7.1,0.95,6,0,"Tetractomia","tetrandra"
"934",57.6,63.8,17.1,3.05,11,0,"Garcinia","sp. 1"
"935",56.3,65,10.4,1.05,9,0,"Licania","splendens"
"936",58,65.7,7.4,0.975,8,0,"Syzygium","havilandii"
"937",55.6,62.6,14.9,1.2875,12,0,"Shorea","teysmanniana"
"938",54.8,63.1,11.1,0.65,10,0,"Memecylon","sp. 1"
"939",54.8,62.8,6.6,1.5875,9,0,"Palaquium","ridleyii"
"940",53.6,64.1,8.3,1.725,9,0,"Stemonurus","cf. scorpiodes"
"941",52,63.8,23.9,3.975,13,0,"Litsea","sp. 1 cf. resinosa"
"942",51.45,67.1,20.8,2.65,14,0,"Calophyllum","soulattri"
"943",48.8,67.2,14.1,2.825,17,0,"Maasia (Polyalthia)","hypoleuca"
"944",48.8,67.1,10.3,1.475,16,0,"Parartocarpus","venenosus"
"945",51.6,68.6,14.7,1.85,15,0,"Syzygium","havilandii"
"946",51.7,68.6,9.1,1.4,8,0,"Licania","splendens"
"947",58.9,71.2,9.8,1.575,9,0,"Mesua","sp. 1"
"948",58.9,74.3,24.2,1.275,11,0,"Gymnacranthera","farquhariania"
"949",58.8,72.4,6.1,1.275,7,0,"Palaquium","ridleyii"
"950",58.1,73.4,10.9,1.1,10,0,"Memecylon","sp. 1"
"951",56.1,76.3,7.9,1.075,9,0,"Lithocarpus","conocarpus"
"952",54.8,73.4,13.1,2.525,14,0,"Mesua","sp. 1"
"953",52.2,71.4,21.1,2.075,24,0,"Vatica","mangachapoi"
"954",51.55,71.2,28.5,3.775,25,0,"Diospyros","areolata (bantamensis)"
"955",51.55,71.8,30,4.675,23,0,"Campnosperma","squamatum"
"956",49.3,71.2,19.8,3.5,15,0,"Neoscortechinia","kingii"
"957",50.3,77.55,18.6,2.125,17,0,"Mezzetia","umbellata"
"958",50.2,79.6,6.8,1.375,9,0,"Mesua","sp. 1"
"959",50.2,79,20.7,2.6,12,0,"Nephelium","maingayi"
"960",50.6,79.8,21.6,2.925,18,0,"Calophyllum","hosei"
"961",50.6,80,21,2.55,8,0,"Calophyllum","cf. hosei (cf. fragrans)"
"962",49.9,79.75,6.6,1.075,8.5,0,"Licania","splendens"
"963",67,60.3,9.2,1.4625,9,0,"Maasia (Polyalthia)","glauca"
"964",66.3,60.7,6.3,1.525,7,0,"Licania","splendens"
"965",60.6,61.35,13.4,2.6375,10,0,"Syzygium","sp. 4"
"966",63.15,61.95,17.6,1.95,16,0,"Campnosperma","coriaceum"
"967",61.55,62.1,14.6,3.8625,9,0,"Parartocarpus","venenosus"
"968",61.2,62.1,19.1,2.5375,13,0,"Syzygium","havilandii"
"969",60.75,60.2,10.3,1.3625,16,0,"Combretocarpus","rotundatus"
"970",63.1,63.65,9.6,2.2625,11,0,"Tetractomia","tetrandra"
"971",64.65,63.2,7.8,1.45,7,0,"Tetractomia","tetrandra"
"972",60.85,65.05,6.6,1.7375,6,0,"Tetractomia","tetrandra"
